,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fly,6,0,0,p
1,pass,5,0,0,u
2,especially,5,0,0,u
3,ginger,5,0.01,0,u
4,wild,5,0.05,0.04,u
5,duck,4,0.09,0.09,i
6,liver,4,0.01,0.01,u
7,menu,4,0.01,0.01,u
8,lamb,4,0.02,0.02,u
9,dishes,4,0.02,0.02,u
10,frozen,4,0.01,0,u
11,roast,4,0.07,0.07,u
12,venison,4,0.04,0.04,u
13,roasted,4,0.05,0.05,u
14,meats,4,0.01,0.01,u
15,cooked,4,0.01,0.01,u
16,hunting,4,0.17,0.16,u
17,beef,4,0.01,0.01,u
18,quail,4,0.14,0.14,i
19,pork,4,0.02,0.01,u
20,fly,6,0,0,p
21,flew,3,0.01,0.01,p
22,flying,3,0.01,0.01,p
23,flown,2,0,0,p
24,flies,2,0,0,p
