,context,n_concepts,mean_tfidf,mean_diff,evidence
0,container,7,0.01,0.01,-
1,try,7,0.0,0.0,-
2,order,7,0.0,0.0,-
3,people,7,0.0,0.0,-
4,kind,7,0.0,0.0,-
5,cylindrical,7,0.01,0.0,-
6,involved,7,0.0,0.0,-
7,true,7,0.0,0.0,-
8,direct,7,0.0,0.0,-
9,interest,7,0.0,0.0,-
10,transferred,7,0.0,0.0,-
11,collect,7,0.0,0.0,-
12,girls,7,0.0,0.0,-
13,jar,7,0.01,0.01,-
14,parody,7,0.0,0.0,-
15,butter,7,0.01,0.01,-
16,brings,7,0.01,0.0,-
17,variety,7,0.0,0.0,-
18,working,7,0.0,0.0,-
19,help,7,0.0,0.0,-
20,rolled,6,0.0,0.0,-
21,roll,5,0.02,0.02,-
22,rolling,4,0.0,0.0,-
23,rolls,4,0.01,0.01,-
