,context,n_concepts,mean_tfidf,mean_diff,evidence
0,chicken,9,0.08,0.08,-
1,carrots,9,0.01,0.01,-
2,rolls,9,0.01,0.01,-
3,cup,9,0.03,0.03,-
4,quarters,9,0.01,0.0,-
5,smoked,9,0.01,0.01,-
6,slice,9,0.02,0.01,-
7,remaining,9,0.01,0.01,-
8,flavor,9,0.02,0.01,-
9,flour,9,0.08,0.08,-
10,half,9,0.01,0.0,-
11,mushrooms,9,0.01,0.01,-
12,sliced,9,0.01,0.01,-
13,mix,9,0.03,0.02,-
14,serve,9,0.02,0.01,-
15,mixture,9,0.03,0.02,-
16,stir,9,0.01,0.01,-
17,add,9,0.02,0.02,-
18,shrimp,9,0.02,0.01,-
19,butter,9,0.03,0.03,-
20,warm,8,0.02,0.02,-
