,context,n_concepts,mean_tfidf,mean_diff,evidence
0,peel,10,0.02,0.01,-
1,potato,9,0.04,0.03,-
2,puree,9,0.05,0.04,-
3,sweet,9,0.03,0.02,-
4,inch,9,0.02,0.01,-
5,and,9,0.04,0.01,-
6,peeled,8,0.06,0.04,-
7,men,8,0.0,0.0,-
8,chip,8,0.0,0.0,-
9,field,8,0.0,0.0,-
10,baking,8,0.01,0.01,-
11,seeds,8,0.05,0.04,-
12,mixture,8,0.04,0.02,-
13,color,8,0.01,0.0,-
14,slice,8,0.03,0.02,-
15,into,8,0.01,0.01,-
16,beaten,8,0.0,0.0,-
17,saucepan,8,0.01,0.01,-
18,sweetness,8,0.01,0.0,-
19,ready,8,0.0,0.0,-
20,sweet,9,0.03,0.02,-
