,context,n_concepts,mean_tfidf,mean_diff,evidence
0,would,28,0.01,0.0,-
1,project,28,0.01,0.01,-
2,period,28,0.0,0.0,-
3,shown,28,0.0,0.0,-
4,birth,27,0.01,0.01,-
5,recognized,27,0.0,0.0,-
6,discovered,27,0.0,0.0,-
7,named,26,0.01,0.01,-
8,genetic,26,0.0,0.0,-
9,developed,26,0.0,0.0,-
10,in,26,0.03,0.01,-
11,taken,25,0.0,0.0,-
12,probably,25,0.0,0.0,-
13,longer,25,0.0,0.0,-
14,comes,25,0.01,0.01,-
15,be,25,0.01,0.01,-
16,only,25,0.01,0.0,-
17,creatures,25,0.0,0.0,-
18,protection,25,0.01,0.0,-
19,due,24,0.0,0.0,-
20,swim,22,0.0,0.0,-
21,swimming,2,0.01,0.01,-
