,context,n_concepts,mean_tfidf,mean_diff,evidence
0,duck,8,0.09,0.09,-
1,until,8,0.01,0.0,-
2,swan,8,0.06,0.06,-
3,built,8,0.01,0.01,-
4,located,7,0.01,0.01,-
5,leg,7,0.01,0.01,-
6,bought,7,0.01,0.01,-
7,80,7,0.0,0.0,-
8,single,7,0.01,0.01,-
9,water,7,0.0,0.0,-
10,11,7,0.01,0.0,-
11,east,7,0.01,0.01,-
12,again,7,0.01,0.01,-
13,approximately,7,0.01,0.0,-
14,adult,7,0.01,0.01,-
15,initially,7,0.01,0.01,-
16,numbers,7,0.0,0.0,-
17,regularly,7,0.01,0.01,-
18,atlantic,7,0.01,0.0,-
19,which,7,0.01,0.01,-
20,swim,1,0.01,0.01,-
