,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,54,0.05,0.05,-
1,birds,53,0.04,0.04,-
2,common,45,0.03,0.03,-
3,subspecies,44,0.04,0.04,-
4,species,44,0.05,0.05,-
5,black,43,0.09,0.08,-
6,breeding,43,0.02,0.02,-
7,white,42,0.05,0.05,-
8,red,42,0.05,0.04,-
9,breeds,40,0.03,0.03,-
10,owl,40,0.04,0.04,-
11,grey,39,0.02,0.02,-
12,winged,39,0.03,0.03,-
13,tailed,39,0.06,0.06,-
14,nests,39,0.03,0.03,-
15,yellow,38,0.04,0.03,-
16,lesser,37,0.04,0.04,-
17,nest,36,0.02,0.02,-
18,dove,36,0.03,0.03,-
19,headed,34,0.03,0.03,-
20,wings,23,0.01,0.01,-
21,wing,16,0.01,0.01,-
