,animal,criminal,mammal,no-cat,measure,relation,fish,object,bird,communication,food,all,female,mean
employer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00263722419194792,0.0,0.0,0.0,0.002679259932714446,0.0,0.0004089603172817204
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019991306266925633,0.0,0.0,0.0,0.002031206763857559,0.0,0.0003100259531192401
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018025080085548688,0.0,0.0,0.0,0.001839320796701185,0.0,0.00028014067732738874
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016944499687854297,0.0,0.0,0.0,0.001700218771527285,0.0,0.0002611283646394396
diplomat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002052411628825471,0.0,0.0,0.0,0.002071799425280546,0.0,0.00031724700416200136
monk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001496166088800622,0.0,0.0,0.0,0.0015137442470913032,0.0,0.00023153156429937886
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001446498720645461,0.0,0.0,0.0,0.0014639771587095986,0.0,0.00022388275995038917
actor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008976304943626745,0.0,0.0,0.0,0.0009080215967730304,0.0,0.00013889631470274653
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010839536397800487,0.0,0.0,0.0,0.01101503081174077,0.0,0.0016811205545800968
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005166329142270727,0.0,0.0,0.0,0.005256236647849121,0.0,0.000801735830009219
cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004852604696480975,0.0,0.0,0.0,0.004927682845966321,0.0,0.0007523298109574845
tenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001684002148034555,0.0,0.0002607237321317952,0.0,0.00017063053517295663,0.0,4.61349601621698e-05
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007071500603093948,0.0,0.0,0.0,0.000716453078714078,0.0,0.00010950793377103636
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006723808803950824,0.0,0.0,0.0,0.0067791228284506955,0.0,0.0010386870486462708
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002909734198928564,0.0,0.0,0.0,0.002911158463900717,0.0,0.0004477609740637908
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013545205644841973,0.0,0.0,0.0,0.001387897246188936,0.0,0.00021095521620562564
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007338507540927148,0.0,0.0,0.0,0.0007465949981029721,0.0,0.00011388044247659128
manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000955093777688901,0.0,0.0,0.0,0.0009695799547211325,0.0,0.00014805182557000256
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007667895004598827,0.0,0.0,0.0,0.0007800136280645548,0.0,0.00011898485604034134
god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002569235227388347,0.0,0.0,0.0,0.0026126662279932094,0.0,0.0003986078042601197
master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002319253452994441,0.0,0.0,0.0,0.0023579272448677057,0.0,0.0003597831306047805
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049893670024522855,0.0,0.0,0.0,0.005077659973636021,0.0,0.0007743866904683313
prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007149820800425125,0.0,0.0,0.0,0.007257043963810662,0.0,0.001108220366479676
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005593308993836966,0.0,0.0,0.0,0.0005706342724603287,0.0,8.692039783415578e-05
leader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002049014188078078,0.0,0.0,0.0,0.0020862165727224776,0.0,0.00031809467390773506
biologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010133567231607032,0.0,0.0,0.0,0.001038304104964855,0.0,0.000157820063701966
driver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007682945695439259,0.0,0.0008725460770942128,0.0,0.0007781459209914528,0.0,0.0001860758898176609
liberal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023863559253938668,0.0,0.0,0.0,0.00024079629149569874,0.0,3.687937569500657e-05
pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008833489651052891,0.0,0.0,0.0,0.0008994503998669649,0.0,0.0001371384126901734
guard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005259783336753115,0.0,0.0,0.0,0.0005356478586422642,0.0,8.166355325519813e-05
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027026291275223133,0.0,0.0,0.0,0.0027609276766719978,0.0,0.00042027360032263934
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006164170927695397,0.0,0.0,0.0,0.0006275804450392509,0.0,9.56921182929839e-05
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003034331975340473,0.0,0.0,0.0,0.0030818019426426878,0.0,0.00047047183984485856
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005547092719410357,0.0,0.0,0.0,0.0005633675500042658,0.0,8.600590938040781e-05
assistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020066216539720537,0.0,0.0,0.0,0.002034675384138288,0.0,0.0003108690029315648
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008200825322786346,0.0,0.0,0.0,0.0082936554339303,0.0,0.0012688062120551266
brother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027700091136517216,0.0,0.0,0.0,0.0028008377656756536,0.0,0.00042852668302518273
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008888218196839968,0.0,0.0,0.0,0.0008962202257270022,0.0,0.00013731092657007685
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782350569404631,0.0,0.0,0.0,0.007901168000485279,0.0,0.0012095902841947374
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002791619825705432,0.0,0.0,0.0,0.002832406365664336,0.0,0.000432617399336136
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007787851771394103,0.0,0.009665383420701177,0.0,0.007876902108166325,0.0,0.0019484721000201236
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666827865585984,0.0,0.0,0.0,0.06786783343552705,0.0,0.010348931699337453
twin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045466624462573677,0.0,0.0,0.0,0.0004651779083500823,0.0,7.075724253660147e-05
father-in-law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008909260299249456,0.0,0.0,0.0,0.009018512011924771,0.0,0.0013790594085518635
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022511158347661984,0.0,0.0,0.0,0.00023177627753866536,0.0,3.514522007809886e-05
ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012506262136188413,0.0,0.0,0.0,0.0012579503990011393,0.0,0.0001929674317399985
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00604011800811467,0.0,0.0,0.0,0.0061148473522497394,0.0,0.0009349973354126468
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003603676477402063,0.0,0.0,0.0,0.00366974393724595,0.0,0.0005594938780498471
fiance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012064834991781693,0.0,0.0,0.0,0.012216339863773839,0.0,0.0018677826811965793
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012650231414436202,0.0,0.0,0.0,0.0012854398979267967,0.0,0.00019618946456695515
uncle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004513657721090301,0.0,0.0,0.0,0.004569055028385314,0.0,0.0006986702114981242
refugee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012673189277441319,0.0,0.0,0.0,0.0012676278622682131,0.0,0.00019499590692402655
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002853800515040717,0.0,0.0,0.0,0.0029088537996238293,0.0,0.00044328110112804204
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06636729268583741,0.0,0.0,0.0,0.06737915295602527,0.0,0.010288188126297127
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002987638490634104,0.0,0.0,0.0,0.0003012781175105628,0.0,4.615707435184409e-05
hero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031593025566231015,0.0,0.0,0.00384241265575076,0.003218158087785809,0.0,0.0007861441000122823
heir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028086733325165094,0.0,0.0,0.0,0.002837674034852559,0.0,0.0004343344128745437
ms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006385882682529784,0.0,0.006513023059208841,0.0,0.0009922235185952787
ogress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00821241687927169,0.008638768444555923,0.0012962450249098165
cinderella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018300927021113814,0.018120452900389016,0.0028016446093463714
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
batwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03855602097532983,0.03702099287119925,0.005813616449733005
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015047493060307887,0.0016922529454032977,0.00024592325011031435
robert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005619482730499349,0.00629062782448937,0.0009161623503837477
