,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
marabou,0.01100168316335741,0.0,0.0,0.0,0.0,0.0,0.013154427507701063,0.01280318648742597,0.0,0.0,0.0,0.013173151235846725,0.0,0.0038563421841793207
drone,0.0013740144827079233,0.0,0.0,0.0,0.0,0.0,0.001941930302021265,0.0,0.0017404191722829913,0.0,0.0,0.0019587428509003912,0.0,0.0005396236006086593
rooster,0.009143263440712054,0.0,0.0,0.0,0.0,0.0,0.01206241281581469,0.01004262889566338,0.0,0.0,0.0,0.012087123976768813,0.0,0.0033334945483814568
pigeon,0.02748040384830491,0.0,0.0,0.0,0.0,0.0,0.03343819826395391,0.0319279682754857,0.0,0.0,0.0,0.033504596539569054,0.0,0.009719320532870276
jackdaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bird,0.07885109597055434,0.0,0.0,0.0,0.0,0.0,0.09043004550650205,0.08723448215780531,0.08618155622009081,0.0,0.07641913842272909,0.090646658028482,0.08825149213144354,0.04600111295673902
pochard,0.022573209670054557,0.0,0.0,0.0,0.0,0.0,0.06748733396937065,0.024628788545153203,0.0,0.0,0.0,0.06811728817324439,0.0,0.014062047719832523
drosophila,0.0005498974539152704,0.0,0.0,0.0,0.0,0.0,0.0006284236164768084,0.0,0.0,0.0,0.0,0.0006302816687014727,0.0,0.00013912328762258087
tattler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.003884820270683092,0.0,0.0,0.0,0.0,0.0,0.005074501210659738,0.004111810873777025,0.0,0.0,0.004675450593532091,0.005090499050189424,0.0,0.00175669861529549
grackle,0.03160619854120962,0.0,0.0,0.0,0.0,0.0,0.040251885719995585,0.02587701312972966,0.0,0.0,0.0,0.04031846210220305,0.0,0.010619504576395223
megapode,0.1422511316159917,0.0,0.0,0.0,0.0,0.0,0.25418209334813446,0.09535023082742575,0.0,0.0,0.0,0.2545453837695107,0.0,0.05740991073546635
mosquito,0.002587606391186669,0.0,0.0,0.0,0.0,0.0,0.0033429373495902992,0.0,0.0,0.0,0.0,0.0033516761100933607,0.0,0.0007140169116054099
lark,0.0038493847172070775,0.0,0.0,0.0,0.0,0.0,0.004690162135986416,0.005130819406856921,0.0,0.0,0.0,0.004700217493756724,0.0,0.0014131218272159336
albatross,0.017051800451986725,0.0,0.0,0.0,0.0,0.0,0.025573827591832507,0.020016708612129452,0.0,0.0,0.0,0.025624509606853824,0.0,0.006789757404830962
catbird,0.05391636425243488,0.0,0.0,0.0,0.0,0.0,0.08518510286395174,0.04516977119681765,0.0,0.0,0.0,0.08559478864216302,0.0,0.02075892515041287
archaeopteryx,0.2571508613443698,0.0,0.0,0.0,0.0,0.0,0.3068473900693922,0.2455696967078352,0.0,0.0,0.0,0.3073721408305783,0.0,0.08591846838093657
eagle,0.014536232460325905,0.0,0.0,0.01546600517482824,0.0,0.0,0.017784024325548816,0.015505422705159654,0.0,0.0,0.0,0.017843821071324227,0.0,0.006241192749014372
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stilt,0.007871154387022369,0.0,0.0,0.0,0.0,0.0,0.009249057809667978,0.008330515833963032,0.0,0.0,0.0,0.009271586644431503,0.0,0.002670947282698837
cricket,0.0002722995875111857,0.0,0.0,0.0,0.0,0.0,0.00036710901581101717,0.0,0.0,0.0,0.0,0.0003684699027867318,0.0,7.752911585453344e-05
hen,0.02371652341459162,0.0,0.0,0.0,0.0,0.0,0.03059523036959245,0.029343086491547234,0.0,0.0,0.026979991157870295,0.030683108236829213,0.0,0.010870610743879294
fowl,0.059331075435181624,0.0,0.0,0.0,0.0,0.0,0.07056142262718494,0.05990685691072637,0.0,0.0,0.05882107554947926,0.0707028005746607,0.0,0.02456332546901792
crow,0.008014974194234368,0.0,0.0,0.0,0.0,0.0,0.01026111218084424,0.009829480213616853,0.0,0.0,0.0,0.010296818819227754,0.0,0.0029540296467633243
skylark,0.02635538577587772,0.0,0.0,0.0,0.0,0.0,0.043827465469630573,0.03260136391246913,0.0,0.0,0.0,0.043897315026203663,0.0,0.011283194629552391
owl,0.012348455170319612,0.0,0.0,0.0,0.0,0.0,0.014465952068311565,0.015448605414580494,0.0,0.0,0.0,0.014491108794317442,0.0,0.004365701649809931
moth,0.00019951731756535782,0.0,0.0,0.0,0.0,0.0,0.0002284987372815844,0.0,0.0,0.0,0.0,0.00022914963091783693,0.0,5.0551206597290705e-05
crake,0.01958063300786259,0.0,0.0,0.0,0.0,0.0,0.03945206008807682,0.021928582645439353,0.0,0.0,0.0,0.039461608984828735,0.0,0.009263298825092884
shoveler,0.02870827123970215,0.0,0.0,0.0,0.0,0.0,0.09834820757584577,0.02495956629998156,0.0,0.0,0.0,0.09870557319640322,0.0,0.01928627833168713
egret,0.019295690062106047,0.0,0.0,0.0,0.0,0.0,0.025713797951684172,0.02272857880457314,0.0,0.0,0.0,0.025754081514352458,0.0,0.0071917037179012175
sheldrake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.014571556157042894,0.0,0.0,0.0,0.0,0.0,0.01908600739587834,0.017475017888920936,0.0,0.0,0.0,0.01912826170343181,0.0,0.0054046802419441525
gadfly,0.0069480002533340935,0.0,0.0,0.0,0.0,0.0,0.03734211637173844,0.0,0.0,0.0,0.0,0.03757651461952658,0.0,0.00629743317266147
weka,0.04518514393844929,0.0,0.0,0.0,0.0,0.0,0.0777384758184243,0.03947844697005091,0.0,0.0,0.0,0.07812552630332349,0.0,0.01850212254078831
peregrine,0.020867067738106548,0.0,0.0,0.0,0.0,0.0,0.025920640766485013,0.021354611834678128,0.0,0.0,0.0,0.0259222778198129,0.0,0.0072357383199294295
duck,0.017899537741327413,0.0,0.0,0.02228847758090887,0.0,0.0,0.024568212504015478,0.021371804782849894,0.0,0.0,0.019297177530224596,0.024648920158753706,0.0,0.010005702330621535
warbler,0.024000131257592098,0.0,0.0,0.0,0.0,0.0,0.026362851680663844,0.03175838759171503,0.0,0.0,0.0,0.026430654722523723,0.0,0.00835015578865344
vireo,0.009237218163195723,0.0,0.0,0.0,0.0,0.0,0.010444773479672424,0.01324065907565866,0.0,0.0,0.0,0.010473942222536906,0.0,0.003338199457004901
robin,0.002081049049724655,0.0,0.0,0.0,0.0,0.0,0.0028920211549365114,0.002258294946016309,0.0,0.0,0.0,0.002894373672265102,0.0,0.0007789029863801983
spoonbill,0.013599105539221891,0.0,0.0,0.0,0.0,0.0,0.028455379632488405,0.016752010234431566,0.0,0.0,0.0,0.028534665123134982,0.0,0.006718550809944373
weaver,0.015294427499963285,0.0,0.0,0.0,0.0,0.0,0.019290859506955076,0.017183624537606284,0.0,0.0,0.0,0.019339755886455746,0.0,0.005469897494690799
quail,0.08212056976823091,0.0,0.0,0.0,0.0,0.0,0.10684461739996745,0.10371922587562744,0.0,0.0,0.08592182711398717,0.10771290460782088,0.0,0.03740916498197184
mealybug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
petrel,0.007417838815851737,0.0,0.0,0.0,0.0,0.0,0.009100259409632185,0.009298877568164715,0.0,0.0,0.0,0.009130091163166834,0.0,0.002688235919755036
currawong,0.013222453553545547,0.0,0.0,0.0,0.0,0.0,0.01633238706895811,0.01579519876588026,0.0,0.0,0.0,0.016360567185953856,0.0,0.004746969736487521
dragonfly,0.005152739649247556,0.0,0.0,0.0,0.0,0.0,0.006013050282185008,0.0,0.0,0.0,0.0,0.006029286047011808,0.0,0.0013226981521880286
roach,0.0006491902029404734,0.0,0.0,0.0,0.0,0.0007807721974568406,0.0009280422518776201,0.0,0.0,0.0,0.0,0.0009359335722474309,0.0,0.0002533798634247973
wasp,0.0030527983377953605,0.0,0.0,0.0,0.0,0.0,0.0037881497627740273,0.0,0.0,0.0,0.0,0.0038039027508955264,0.0,0.0008188346808819164
damselfly,0.0036308587280937934,0.0,0.0,0.0,0.0,0.0,0.00420749786521034,0.0,0.0,0.0,0.0,0.004219096213461591,0.0,0.0009274963697512095
guinea,0.0018794866064493815,0.0,0.0,0.002888061621268824,0.0,0.0,0.0021730282630075485,0.0018185550781225674,0.0,0.0,0.0,0.0021764856306481914,0.0,0.0008412013230381932
whitethroat,0.012792141725384702,0.0,0.0,0.0,0.0,0.0,0.03263568820982389,0.014360413909893524,0.0,0.0,0.0,0.033041106612657946,0.0,0.007140719265981543
hobby,0.005808166567681845,0.0,0.0,0.0,0.0,0.0,0.00606988991853584,0.005497801910675405,0.0,0.0,0.0,0.006069957691280668,0.0,0.0018035243144749044
thrasher,0.005369602112549475,0.0,0.0,0.0,0.0,0.008945994036257005,0.005649797566856839,0.00526951635314427,0.0,0.0,0.0,0.005650042691303119,0.0,0.002375765596931593
amphibian,0.006334420644312583,0.0,0.0,0.0,0.0,0.0,0.006311759508988951,0.0,0.0,0.0075681576425311,0.0,0.006311696518175301,0.0,0.0020404641780006104
kite,0.014453042712078703,0.0,0.0,0.0,0.0,0.0,0.01486912802961802,0.014347756443434263,0.02355301793273678,0.0,0.0,0.014868191162390815,0.0,0.006314702790789121
merle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scooter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emperor,7.297463647255586e-05,0.0,0.00014497154265834554,0.0,0.0,0.0,7.417316988475113e-05,0.0,0.0,0.0,0.00010821245803851456,7.417292625575742e-05,0.0,3.650036410076343e-05
cat,0.0036490334034679777,0.006386001265190293,0.005989456518999205,0.0,0.0,0.0,0.0037564313098269247,0.0,0.0,0.005025869537842963,0.0,0.0037564278932334864,0.006641034575781821,0.0027080195772571283
worker,0.0003297013486518451,0.0,0.0,0.0,0.0,0.0,0.0003411103966603582,0.0,0.0,0.0,0.0,0.0003411223605156095,0.0,7.78410850636779e-05
silverfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copper,0.0003055594439258068,0.0,0.0,0.0006086999582019145,0.0005077866703894301,0.0,0.00031764218181694483,0.0,0.0,0.0,0.0,0.00031754503044436884,0.0,0.00015824871421372808
crab,0.000809817942825079,0.0,0.0,0.0,0.0,0.0,0.0008136605258636919,0.0,0.0,0.0,0.0012065888738360606,0.0008136616436977752,0.0,0.0002802868450940467
flea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
racer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admiral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ant,0.001971005444021799,0.0,0.0,0.0,0.0,0.0,0.0019905001135405117,0.0,0.0,0.0,0.0,0.001990500366011511,0.0,0.00045784660950567866
viceroy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
queen,9.971699394751856e-05,0.00017882408676687833,0.0,0.0,0.00011961723906793688,0.0,0.00010187337458351731,0.0,0.0,0.0,0.0,0.00010186337380213654,0.0,4.629962062830674e-05
marabout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pen,0.0005387978435174391,0.0,0.0,0.0,0.0,0.0,0.0005701577732308299,0.0005414517325354103,0.0,0.0,0.0,0.0005701115794405085,0.0,0.00017080914836339905
platypus,0.00844285759730557,0.015732858264393693,0.0,0.0,0.0,0.0,0.009210770336762066,0.0,0.0,0.0,0.0,0.009212331652485337,0.0,0.0032768321423805122
monarch,0.0013215392473949748,0.0,0.0,0.0,0.0,0.0,0.0013365175024482219,0.0,0.0,0.0,0.0,0.0013367747009629667,0.0,0.00030729472698508953
soldier,0.0006435868942205943,0.0,0.0,0.0,0.0,0.0,0.000665638514870201,0.0,0.0,0.0,0.0,0.00066572601179568,0.0,0.0001519193400681904
plane,0.0,0.0,0.0016084091837920047,0.0,0.0,0.0,0.001664418571182126,0.0,0.0,0.0,0.0,0.0016725684463033991,0.0,0.00038041509240596384
zeppelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.0,0.0,0.00047785381817789044,0.0,0.0,0.0,0.0,0.00048230789223142954,0.0,7.385859310840922e-05
carrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airplane,0.0,0.0,0.0,0.0,0.0,0.0,0.0011059807322112872,0.0,0.0,0.0,0.0,0.0011201995362500443,0.0,0.00017124463603548706
airliner,0.0,0.0,0.0,0.0,0.0,0.0,0.0024424745810101094,0.0,0.0,0.0,0.0,0.0024612429098130367,0.0,0.00037720903775562663
angel,0.0,0.0,0.0,0.0,0.0,0.0,0.0007113641705226877,0.0,0.0,0.0,0.0,0.0007190998805985374,0.0,0.00011003569624009424
hydroplane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.000528417185888589,0.0,0.0,0.0009199489823707679,0.0,0.0005284149573865499,0.0,0.00015206008658814668
dozer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skateboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subcompact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sedan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bicycle,0.0,0.0,0.0,0.0,0.0,0.0,0.00020549202545992222,0.0,0.0,0.00034799800438507284,0.0,0.00020548949447982994,0.0,5.838304033267885e-05
hearse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caravan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0004662501629550269,0.0,0.0007375420753769239,0.0007563256804234225,0.0,0.0004662472382742913,0.0,0.00018664347361766652
minicab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0011043510702712562,0.0,0.0,0.0018712023915385958,0.0,0.0011043405184014109,0.0,0.00031383799847778946
bandwagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caboose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabriolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorcycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowplow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pushcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van,0.0,0.0,0.0,0.0,0.0,0.0,0.00014441767461359793,0.0,0.0,0.00023605244944795216,0.0,0.00014441189798868346,0.0,4.037554015771027e-05
dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tricycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boxcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0003817674249706459,0.0,0.0,0.0006299813879016442,0.0,0.0003817858479538878,0.0,0.00010719497390970599
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dumper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gondola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
automobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0003024220295092528,0.0,0.0,0.0005298648957733934,0.0,0.00030235018063893914,0.0,8.727977737858348e-05
scrambler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trolley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wheel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locomotive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.0004260344646890824,0.0,0.0,0.0006814864484807051,0.0,0.00042611924042987146,0.0,0.00011797231950766608
railcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cruiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pickup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carriage,0.0,0.0,0.0,0.0,0.0,0.0,0.0003322335332453132,0.0,0.0,0.0005124602098658899,0.0,0.00033224066530016856,0.0,9.053341603164397e-05
parachute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
