,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,22,0.04,0.03,-
1,birds,21,0.03,0.03,-
2,flew,19,0.01,0.01,-
3,wings,18,0.02,0.02,-
4,nest,17,0.04,0.04,-
5,flies,17,0.02,0.01,-
6,flying,16,0.03,0.03,-
7,fly,16,0.01,0.01,-
8,billed,15,0.06,0.06,-
9,habitat,15,0.04,0.03,-
10,dove,15,0.02,0.01,-
11,population,15,0.02,0.01,-
12,refuge,14,0.01,0.01,-
13,featured,14,0.01,0.01,-
14,pigeon,14,0.02,0.01,-
15,she,14,0.01,0.01,-
16,came,14,0.01,0.0,-
17,author,14,0.01,0.0,-
18,james,14,0.01,0.01,-
19,hawk,13,0.02,0.02,-
20,flew,19,0.01,0.01,-
21,flies,17,0.02,0.01,-
22,flying,16,0.03,0.03,-
23,fly,16,0.01,0.01,-
24,flown,8,0.01,0.01,-
