,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,22,0.04,0.03,i
1,birds,21,0.03,0.03,i
2,flew,19,0.01,0.01,p
3,wings,18,0.02,0.02,r
4,nest,17,0.04,0.04,r
5,flies,17,0.02,0.01,p
6,flying,16,0.03,0.03,p
7,fly,16,0.01,0.01,p
8,billed,15,0.06,0.06,u
9,habitat,15,0.04,0.03,u
10,dove,15,0.02,0.01,i
11,population,15,0.02,0.01,u
12,refuge,14,0.01,0.01,u
13,featured,14,0.01,0.01,u
14,pigeon,14,0.02,0.01,i
15,she,14,0.01,0.01,u
16,came,14,0.01,0,u
17,author,14,0.01,0,u
18,james,14,0.01,0.01,u
19,hawk,13,0.02,0.02,i
20,flew,19,0.01,0.01,p
21,flies,17,0.02,0.01,p
22,flying,16,0.03,0.03,p
23,fly,16,0.01,0.01,p
24,flown,8,0.01,0.01,p
