,animal,fruit,plant,round,measure,relation,object,bird,food,all,mean
world,0.07043891406041945,0.0,0.0,0.0,0.0,0.0,0.062317812783464537,0.0,0.0,0.059753524933837614,0.01925102517777216
pen,0.010338832004552006,0.0,0.0,0.0,0.0,0.0,0.010164338973508474,0.010338832004552006,0.0,0.00954871182878248,0.004039071481139496
chicken,0.004528131057301691,0.0,0.0,0.0,0.0,0.0,0.004033428298215342,0.004355466497367179,0.0044301476838568485,0.004249222578630762,0.0021596396115371825
lemon,0.0,0.002102955873687036,0.0018613417067155406,0.0,0.0,0.0,0.001938125494336234,0.0,0.0020951346057997157,0.0020196753334022588,0.0010017233013940787
fruit,0.0,0.004912410223259746,0.0,0.0,0.0,0.0,0.004368271236499526,0.0,0.0,0.004351618848087767,0.001363230030784704
berry,0.0,0.004213580247058788,0.0,0.0,0.0,0.0,0.0039008881422967125,0.0,0.0037620352192389442,0.003736842444416896,0.0015613346053011342
gourd,0.0,0.003479642018090951,0.002791871026577501,0.0,0.0,0.0,0.003082712232377256,0.0,0.0,0.0031761283149868208,0.0012530353592032529
pecan,0.0,0.01714223724109559,0.013337367405509327,0.0,0.0,0.01551551417038989,0.01555658452039621,0.0,0.0,0.014906797463205723,0.007645850080059674
peanut,0.0,0.004364206495222052,0.004303804494437831,0.0,0.0,0.0,0.004659794581791257,0.0,0.0,0.005017554327098391,0.0018345359898549528
apple,0.0,0.007795031491425044,0.006871454388538724,0.0,0.0,0.0,0.007198869058278412,0.0,0.0069392714389299075,0.0069818592474571,0.003578648562462919
watermelon,0.0,0.005133583132668801,0.004169620392679144,0.0,0.0,0.0,0.004546935363668719,0.0,0.004707196385695715,0.004608217060032468,0.002316555233474485
cherry,0.0,0.006593842208895323,0.0054343716120118955,0.0,0.0,0.005678007538749238,0.0057895155790340935,0.0,0.005095934818483548,0.005496167564010176,0.0034087839321184274
orange,0.0,0.005577585154811667,0.004740778139209708,0.0,0.0,0.005644609580201213,0.005268386006806593,0.0,0.005041284864463446,0.0051499427378549215,0.003142258648334755
melon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cantaloupe,0.0,0.015197525858966629,0.011212082376314315,0.0,0.0,0.0,0.012998814351527029,0.0,0.012951663560428983,0.01303137521419029,0.006539146136142725
blueberry,0.0,0.007023093723271893,0.005642184396855699,0.0,0.0,0.0,0.00540902203835027,0.0,0.005906343145169898,0.005433157175396696,0.002941380047904446
pineapple,0.0,0.014006028796955245,0.011038821612011963,0.0,0.0,0.0,0.011993406925908284,0.0,0.013066681628699521,0.01230953533949449,0.0062414474303069505
coconut,0.0,0.005981452983376831,0.00455918267660402,0.0,0.0,0.0,0.005059722253585792,0.0,0.005244021006149803,0.005266859499771518,0.002611123841948796
nutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nut,0.0,0.007817282602628116,0.0,0.0,0.006452122094012912,0.0,0.006061836842060645,0.0,0.0,0.005841951045301576,0.002617319258400325
bean,0.0,0.004534113948885138,0.0038933916085792395,0.0,0.0,0.0,0.004196160528087725,0.0,0.004389129152754372,0.004186526264492297,0.0021199321502798777
almond,0.0,0.005214489424037711,0.004738408179433829,0.0,0.0,0.0,0.0051690193179819805,0.0,0.0,0.00490625923046386,0.002002817615191738
cabbage,0.0,0.0,0.001071418530386651,0.0,0.0013992756381613915,0.0,0.0012619207473075539,0.0,0.0013985396856082814,0.0013431331371650502,0.0006474287738628927
box,0.0,0.0,0.005931298786471826,0.0,0.006947160179071964,0.0,0.006767648154175057,0.0,0.0,0.006326286179107133,0.0025972393298825977
pumpkin,0.0,0.0,0.00827407012440669,0.0,0.0,0.0,0.009585770504581443,0.0,0.00911553681133131,0.009452735105909263,0.0036428112546228707
cheese,0.0,0.0,0.013130835351946469,0.0,0.0,0.0,0.01457900607248998,0.0,0.01799901521006807,0.01625405706971907,0.006196291370422359
beet,0.0,0.0,0.005813929766703596,0.0,0.0,0.0,0.005914105195049993,0.0,0.006478270127294865,0.006219659326948403,0.0024425964415996856
tomato,0.0,0.0,0.0025664884521071347,0.0,0.0,0.0,0.0027174926265590557,0.0,0.0035799056115939244,0.003168161556426448,0.001203204824668656
vegetable,0.0,0.0,0.008690977612251592,0.0,0.0,0.0,0.009708413978364985,0.0,0.009848227818528812,0.009662995153270886,0.0037910614562416275
onion,0.0,0.0,0.0047910173072052194,0.0,0.0,0.0,0.005418596225691159,0.0,0.006745826614813966,0.0060557911518159405,0.0023011231299526285
potato,0.0,0.0,0.006657454764566409,0.0,0.0,0.0,0.007877362400784736,0.0,0.009663225479048817,0.008703319798861195,0.0032901362443261153
cube,0.0,0.0,0.006284163961915926,0.0,0.00871560363978196,0.0,0.007086238000709932,0.0,0.0,0.006809077151333851,0.002889508275374167
popcorn,0.0,0.0,0.008487118836015661,0.0,0.0,0.0,0.009297719710226573,0.0,0.00921944552128417,0.009190054464197581,0.003619433853172398
frisbee,0.0,0.0,0.0,0.0192877909721233,0.0,0.0,0.0,0.0,0.0,0.01226942526194874,0.0031557216234072037
cds,0.0,0.0,0.0,0.006434462401790904,0.0,0.0,0.0,0.0,0.0,0.004404203666742059,0.0010838666068532963
enchiladas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bucket,0.0,0.0,0.0,0.0,0.004201713828549429,0.0,0.0037035647080433617,0.0,0.0,0.003495933429653252,0.0011401211966246042
barrel,0.0,0.0,0.0,0.0,0.005601193704003221,0.0,0.004979641616237139,0.0,0.0,0.004715251985468615,0.0015296087305708976
candle,0.0,0.0,0.0,0.0,0.007208739115585791,0.0,0.006472497564492042,0.0,0.0,0.0062844121939645125,0.001996564887404235
dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
can,0.0,0.0,0.0,0.0,0.013817300523201289,0.0,0.013117598357483367,0.0,0.0,0.012707358045461857,0.0039642256926146514
bowl,0.0,0.0,0.0,0.0,0.008637526009506971,0.0,0.008093801393269963,0.0,0.0,0.007538112844387301,0.0024269440247164237
spoon,0.0,0.0,0.0,0.0,0.0038927617243258985,0.0,0.003409556919891575,0.0,0.0,0.003381754939562373,0.0010684073583779846
lolly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bread,0.0,0.0,0.0,0.0,0.007711181582139107,0.0,0.0,0.0,0.009328850039709458,0.008529522176502536,0.00255695537983511
bottle,0.0,0.0,0.0,0.0,0.010896231590510919,0.0,0.009690267492738068,0.0,0.0,0.009383503712436807,0.002997000279568579
drumstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marble,0.0,0.0,0.0,0.0,0.0,0.0036735976293091003,0.003294125290258557,0.0,0.0,0.0031068893871508798,0.0010074612306718537
chocolate,0.0,0.0,0.0,0.0,0.0,0.01992949115952327,0.0,0.0,0.020935673092987352,0.019932915841584842,0.006079808009409546
circle,0.0,0.0,0.0,0.0,0.0,0.010296507623324125,0.009499514706565224,0.0,0.0,0.00914072429619991,0.002893674662608926
soup,0.0,0.0,0.0,0.0,0.0,0.0014031198933195904,0.0,0.0,0.0015077772814065455,0.001436894399693061,0.00043477915744191963
room,0.0,0.0,0.0,0.0,0.0,0.0056366188138723605,0.004899438911344933,0.0,0.0,0.004717038339521411,0.0015253096064738706
egg,0.0,0.0,0.0,0.0,0.0,0.0,0.005263286970579562,0.0,0.005663538888452415,0.005352103492944258,0.0016278929351976235
disk,0.0,0.0,0.0,0.0,0.0,0.0,0.0028900527316109057,0.0,0.0,0.0027213567612597426,0.0005611409492870649
pomade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo,0.0,0.0,0.0,0.0,0.0,0.0,0.002889737349742269,0.0,0.0,0.002709104140281737,0.0005598841490024006
button,0.0,0.0,0.0,0.0,0.0,0.0,0.00453154804817421,0.0,0.0,0.004314254125042357,0.0008845802173216566
tray,0.0,0.0,0.0,0.0,0.0,0.0,0.008019385135416624,0.0,0.0,0.007602227725077951,0.0015621612860494574
table,0.0,0.0,0.0,0.0,0.0,0.0,0.011869530096842558,0.0,0.010641510543193596,0.011246840046375751,0.00337578806864119
tart,0.0,0.0,0.0,0.0,0.0,0.0,0.003193271011848301,0.0,0.0036388737883438463,0.003210711802256156,0.0010042856602448303
basketball,0.0,0.0,0.0,0.0,0.0,0.0,0.007621430341723176,0.0,0.0,0.007225620409828939,0.0014847050751552117
baseball,0.0,0.0,0.0,0.0,0.0,0.0,0.019818719588417202,0.0,0.0,0.019205255376065912,0.0039023974964483114
globe,0.0,0.0,0.0,0.0,0.0,0.0,0.018080277649034786,0.0,0.0,0.0165103859868109,0.003459066363584569
cookie,0.0,0.0,0.0,0.0,0.0,0.0,0.004517574649009868,0.0,0.005170837222440698,0.004895185054136423,0.0014583596925586988
bracelet,0.0,0.0,0.0,0.0,0.0,0.0,0.025922725856726975,0.0,0.0,0.024819833687802884,0.005074255954452986
wheel,0.0,0.0,0.0,0.0,0.0,0.0,0.00766771379481559,0.0,0.0,0.007138574757572784,0.0014806288552388373
shape,0.0,0.0,0.0,0.0,0.0,0.0,0.01269293589531549,0.0,0.0,0.012041051750758829,0.002473398764607432
