,context,n_concepts,mean_tfidf,mean_diff,evidence
0,filled,4,0.02,0.02,-
1,paradise,4,0.01,0.01,-
2,stretched,4,0.01,0.01,-
3,raised,4,0.01,0.01,-
4,operated,4,0.01,0.0,-
5,spotted,4,0.01,0.01,-
6,thereafter,4,0.01,0.0,-
7,recommended,4,0.01,0.0,-
8,effect,4,0.01,0.01,-
9,1955,4,0.0,0.0,-
10,lewis,4,0.01,0.0,-
11,excellent,4,0.01,0.01,-
12,fiber,4,0.01,0.0,-
13,fuel,4,0.01,0.01,-
14,saw,4,0.01,0.01,-
15,composite,4,0.01,0.01,-
16,ball,4,0.01,0.01,-
17,covering,4,0.01,0.0,-
18,appear,4,0.01,0.01,-
19,pulling,4,0.01,0.01,-
20,warm,1,0.01,0.01,-
