,context,n_concepts,mean_tfidf,mean_diff,evidence
0,produce,37,0.01,0.01,-
1,commercially,37,0.0,0.0,-
2,banana,37,0.04,0.03,-
3,sugar,36,0.05,0.05,-
4,confused,36,0.0,0.0,-
5,named,35,0.01,0.0,-
6,known,34,0.01,0.0,-
7,though,34,0.0,0.0,-
8,slice,34,0.02,0.02,-
9,world,33,0.01,0.01,-
10,fruits,33,0.03,0.02,-
11,fruit,33,0.06,0.06,-
12,texture,33,0.01,0.01,-
13,site,32,0.0,0.0,-
14,started,32,0.0,0.0,-
15,sweet,32,0.05,0.04,-
16,family,32,0.01,0.01,-
17,list,32,0.0,0.0,-
18,type,32,0.01,0.01,-
19,2008,32,0.01,0.0,-
20,round,31,0.01,0.01,-
