,no-cat,measure,relation,object,warm,communication,food,all,mean
skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea,0.004998160897928277,0.0,0.005227649075062695,0.004873282623369383,0.0,0.0,0.004771618650484173,0.004829848680588735,0.003087569990929158
head,0.005788857372637376,0.004423499505763259,0.004288203154246961,0.0043164329662402304,0.0,0.004179854521398285,0.0,0.0043117140990066105,0.00341357020241159
dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee,0.006731777894421557,0.0,0.006147389817463582,0.005711984788897823,0.0,0.0,0.005492370154595546,0.005622382673538991,0.003713238166114687
sword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0010340869380633135,0.0,0.0009086500196214722,0.0,0.0,0.0,0.00084155722720256,0.0003480367731109182
heat,0.0,0.0035229648148060837,0.0,0.003217591716971109,0.0,0.0,0.0,0.0030663235065612102,0.0012258600047923003
kettle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candle,0.0,0.0018766570767044183,0.0,0.0016984094006811388,0.0,0.0,0.0,0.0016382902333053194,0.0006516695888363596
nose,0.0,0.0006850957040827107,0.0,0.0006701463653828037,0.0,0.0005673704446080958,0.0,0.0006460176131816964,0.00032107876590691334
drink,0.0,0.0024830008639467258,0.0024516776376917143,0.0,0.0,0.0,0.002312438278377758,0.0023477666315069186,0.0011993604264403897
mug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winter,0.0,0.006607559623576747,0.0,0.0,0.0,0.0,0.0,0.005899086480280008,0.0015633307629820945
atmosphere,0.0,0.0010634699815002145,0.0,0.0009637852023476817,0.0,0.0,0.0,0.0009478487133657992,0.00037188798715171193
space,0.0,0.0021110521037188963,0.0,0.001898424159061578,0.0,0.0018268970110161841,0.0,0.0018286995285171324,0.0009581341002892238
bag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moon,0.0,0.001809866338513861,0.0,0.001955033028464684,0.0,0.0,0.0,0.0019700712879894174,0.0007168713318709953
can,0.0,0.003836767900320249,0.0,0.0045407951954514105,0.0,0.004151014786852832,0.0,0.004483828971444274,0.0021265508567585955
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linen,0.0,0.0,0.00150301775438976,0.0017340112404545976,0.0,0.0,0.0,0.0016386422067326844,0.0006094589001971302
soup,0.0,0.0,0.0014532722943235703,0.0,0.0,0.0,0.0013213594344951218,0.0012548227985245343,0.0005036818159179033
juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calfskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vapor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sealskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke,0.0,0.0,0.0005807705049327775,0.0,0.0,0.0005662430519740887,0.0,0.0005878623257467346,0.00021685948533170009
water,0.0,0.0,0.0032267519363841377,0.0032872041524118004,0.0,0.0,0.0029879156874556977,0.0031884563482115396,0.001586291015557897
leather,0.0,0.0,0.0025605481825058856,0.0,0.0,0.0,0.0,0.002915515251277618,0.000684507929222938
deerskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
