,no-cat,measure,relation,object,warm,communication,food,all,mean
skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea,0.0006465877535154807,0.0,0.0007381337912095465,0.0008090737237426289,0.0,0.0,0.0007337826349993135,0.0007940147413006768,0.0004651990805959558
head,0.004118819698362705,0.004423499505763259,0.0033301722886318577,0.003941433361762966,0.0,0.004179854521398285,0.0,0.003898591094074078,0.002986546308749144
dragon,0.001423938998350062,0.0,0.0,0.0014442537336233146,0.0,0.0,0.0,0.00139229960047352,0.000532561541555862
coffee,0.0017106126484356767,0.0,0.0017049987806381176,0.001862765554081905,0.0,0.0,0.001659075535100181,0.0018155996925069103,0.001094131526345349
sword,0.0028532561347662127,0.0,0.0,0.0027099078984012385,0.0,0.0,0.0,0.0028212603032006455,0.001048053042046012
glass,0.0,0.001447721713288639,0.0,0.0011615926718470558,0.0,0.0,0.0,0.001065293850683202,0.0004593260294773621
heat,0.0,0.0011743216049353612,0.0,0.0009793521206816072,0.0,0.0,0.0,0.0009241754933754173,0.0003847311523740482
kettle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candle,0.0,0.0018766570767044183,0.0,0.001550856349706584,0.0,0.0,0.0,0.0014813189294123625,0.0006136040444779206
nose,0.0,0.0013701914081654214,0.0,0.0012238518528805869,0.0,0.0011347408892161915,0.0,0.0011682400342571011,0.0006121280230649126
drink,0.0,0.0037245012959200886,0.0028559195901015247,0.0,0.0,0.0,0.0029337682271246336,0.0031842262278008954,0.001587301917618393
mug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winter,0.0,0.009675355163094522,0.0,0.0,0.0,0.0,0.0,0.007810310843000376,0.0021857082507618624
atmosphere,0.0,0.002126939963000429,0.0,0.0017601084876410927,0.0,0.0,0.0,0.0017140628843219656,0.0007001389168704359
space,0.0,0.0021110521037188963,0.0,0.001733494386180552,0.0,0.0018268970110161841,0.0,0.0016534843294124977,0.0009156159787910162
bag,0.0,0.0007028448523043087,0.0,0.0007611809703719662,0.0,0.0,0.0,0.0007743742027681431,0.00027980000318055225
moon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
can,0.0,0.0021040340098530397,0.0,0.0023018004815339344,0.0,0.002026692647109792,0.0,0.002342892845543766,0.0010969274980050666
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0,0.0,0.002257191158305872,0.0,0.0,0.0,0.0022351946928519,0.0022691861633849764,0.0008451965018178435
juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calfskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vapor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sealskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0,0.0,0.0008352869095605037,0.0010005403546999463,0.0,0.0,0.000842386650311355,0.0009609857578331678,0.0004548999590506216
leather,0.0,0.0,0.0019884940835050487,0.0,0.0,0.0,0.0,0.0026361677820630107,0.0005780827331960074
deerskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wool,0.0,0.0,0.0004920675179787105,0.0006091893866270937,0.0,0.0,0.0,0.0005730058698287003,0.00020928284680431306
jacket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suit,0.0,0.0,0.0024768795436179232,0.0030197320097202734,0.0,0.0,0.0,0.0028142666586238115,0.001038859776495251
lemonade,0.0,0.0,0.005958958321429315,0.0,0.0,0.0,0.005169769175359328,0.005079772355092404,0.0020260624814851308
beer,0.0,0.0,0.001472624374521168,0.0,0.0,0.0,0.001334677030635996,0.00112736915643748,0.0004918338201993304
greatcoat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boot,0.0,0.0,0.0,0.00812272622135491,0.0,0.0,0.0,0.007581397761423367,0.0019630154978472845
corset,0.0,0.0,0.0,0.007164226183376603,0.0,0.0,0.0,0.00669215225183726,0.001732047304401733
shawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun,0.0,0.0,0.0,0.0007504436635561835,0.0,0.0,0.0,0.0006925293119223099,0.00018037162193481167
toilet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clothing,0.0,0.0,0.0,0.0029453248023150144,0.0,0.0,0.0,0.0027808165252226013,0.000715767665942202
bodice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dad,0.0,0.0,0.0,0.0009776242416322809,0.0,0.0,0.0,0.0009598409270003637,0.00024218314607908056
underwear,0.0,0.0,0.0,0.003854550589142772,0.0,0.0,0.0,0.0036181086484030787,0.0009340824046932313
pyjama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cape,0.0,0.0,0.0,0.0014949668811716774,0.0,0.0,0.0,0.0014061748697966957,0.0003626427188710466
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
footwear,0.0,0.0,0.0,0.007820502024940732,0.0,0.0,0.0,0.007238585037143272,0.0018823858827605004
sunglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sock,0.0,0.0,0.0,0.003078472258172272,0.0,0.003157902436190057,0.0,0.0029781873564797227,0.0011518202563552565
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necktie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mask,0.0,0.0,0.0,0.00129479124541211,0.0,0.0,0.0,0.0012222255698591375,0.00031462710190890595
uniform,0.0,0.0,0.0,0.0005701909842546323,0.0,0.0,0.0,0.000528051399431128,0.00013728029796072005
stocking,0.0,0.0,0.0,0.004997272962306619,0.0,0.0,0.0,0.004739818316470868,0.0012171364098471859
kimono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jumpsuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
headdress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comforter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dress,0.0,0.0,0.0,0.0005649851366168556,0.0,0.0,0.0,0.0005287514336864942,0.00013671707128791872
